,Location,Value,Parameter,Units,Datetime
951,"Số 46, phố Lưu Quang Vũ",-2.86,o3,µg/m³,2024-11-30T00:00:00+07:00
952,"Số 46, phố Lưu Quang Vũ",-20.1,o3,µg/m³,2024-12-01T00:00:00+07:00
953,"Số 46, phố Lưu Quang Vũ",-29.5,o3,µg/m³,2024-12-02T00:00:00+07:00
954,"Số 46, phố Lưu Quang Vũ",-4.19,o3,µg/m³,2024-12-03T00:00:00+07:00
955,"Số 46, phố Lưu Quang Vũ",8.52,o3,µg/m³,2024-12-04T00:00:00+07:00
956,"Số 46, phố Lưu Quang Vũ",14.6,o3,µg/m³,2024-12-05T00:00:00+07:00
957,"Số 46, phố Lưu Quang Vũ",-3870.0,o3,µg/m³,2024-12-06T00:00:00+07:00
958,"Số 46, phố Lưu Quang Vũ",2.45,o3,µg/m³,2024-12-07T00:00:00+07:00
959,"Số 46, phố Lưu Quang Vũ",10.5,o3,µg/m³,2024-12-08T00:00:00+07:00
960,"Số 46, phố Lưu Quang Vũ",-2.71,o3,µg/m³,2024-12-09T00:00:00+07:00
961,"Số 46, phố Lưu Quang Vũ",-18.0,o3,µg/m³,2024-12-10T00:00:00+07:00
962,"Số 46, phố Lưu Quang Vũ",-6.99,o3,µg/m³,2024-12-11T00:00:00+07:00
963,"Số 46, phố Lưu Quang Vũ",-8920.0,o3,µg/m³,2024-12-12T00:00:00+07:00
964,"Số 46, phố Lưu Quang Vũ",-1.05,o3,µg/m³,2024-12-13T00:00:00+07:00
965,"Số 46, phố Lưu Quang Vũ",1.96,o3,µg/m³,2024-12-14T00:00:00+07:00
966,"Số 46, phố Lưu Quang Vũ",0.156,o3,µg/m³,2024-12-15T00:00:00+07:00
967,"Số 46, phố Lưu Quang Vũ",-2.2,o3,µg/m³,2024-12-16T00:00:00+07:00
968,"Số 46, phố Lưu Quang Vũ",-4.49,o3,µg/m³,2024-12-17T00:00:00+07:00
969,"Số 46, phố Lưu Quang Vũ",-1.67,o3,µg/m³,2024-12-18T00:00:00+07:00
970,"Số 46, phố Lưu Quang Vũ",-0.643,o3,µg/m³,2024-12-19T00:00:00+07:00
971,"Số 46, phố Lưu Quang Vũ",-0.35,o3,µg/m³,2024-12-20T00:00:00+07:00
972,"Số 46, phố Lưu Quang Vũ",-1.11,o3,µg/m³,2024-12-21T00:00:00+07:00
973,"Số 46, phố Lưu Quang Vũ",-0.448,o3,µg/m³,2024-12-22T00:00:00+07:00
974,"Số 46, phố Lưu Quang Vũ",-0.0654,o3,µg/m³,2024-12-23T00:00:00+07:00
975,"Số 46, phố Lưu Quang Vũ",-0.0833,o3,µg/m³,2024-12-24T00:00:00+07:00
976,"Số 46, phố Lưu Quang Vũ",0.993,o3,µg/m³,2024-12-25T00:00:00+07:00
977,"Số 46, phố Lưu Quang Vũ",-5.86,o3,µg/m³,2024-12-26T00:00:00+07:00
978,"Số 46, phố Lưu Quang Vũ",-4.64,o3,µg/m³,2024-12-27T00:00:00+07:00
979,"Số 46, phố Lưu Quang Vũ",2.12,o3,µg/m³,2024-12-28T00:00:00+07:00
980,"Số 46, phố Lưu Quang Vũ",0.726,o3,µg/m³,2024-12-29T00:00:00+07:00
981,"Số 46, phố Lưu Quang Vũ",-4.07,o3,µg/m³,2024-12-30T00:00:00+07:00
982,"Số 46, phố Lưu Quang Vũ",0.532,o3,µg/m³,2024-12-31T00:00:00+07:00
983,"Số 46, phố Lưu Quang Vũ",11.1,o3,µg/m³,2025-01-01T00:00:00+07:00
984,"Số 46, phố Lưu Quang Vũ",11.6,o3,µg/m³,2025-01-02T00:00:00+07:00
985,"Số 46, phố Lưu Quang Vũ",10.5,o3,µg/m³,2025-01-03T00:00:00+07:00
986,"Số 46, phố Lưu Quang Vũ",13.2,o3,µg/m³,2025-01-04T00:00:00+07:00
987,"Số 46, phố Lưu Quang Vũ",10.3,o3,µg/m³,2025-01-05T00:00:00+07:00
988,"Số 46, phố Lưu Quang Vũ",16.2,o3,µg/m³,2025-01-06T00:00:00+07:00
989,"Số 46, phố Lưu Quang Vũ",8.79,o3,µg/m³,2025-01-07T00:00:00+07:00
990,"Số 46, phố Lưu Quang Vũ",5.26,o3,µg/m³,2025-01-08T00:00:00+07:00
991,"Số 46, phố Lưu Quang Vũ",6.15,o3,µg/m³,2025-01-09T00:00:00+07:00
992,"Số 46, phố Lưu Quang Vũ",3.47,o3,µg/m³,2025-01-10T00:00:00+07:00
993,"Số 46, phố Lưu Quang Vũ",1.35,o3,µg/m³,2025-01-11T00:00:00+07:00
994,"Số 46, phố Lưu Quang Vũ",1.31,o3,µg/m³,2025-01-12T00:00:00+07:00
995,"Số 46, phố Lưu Quang Vũ",1.3,o3,µg/m³,2025-01-13T00:00:00+07:00
996,"Số 46, phố Lưu Quang Vũ",1.93,o3,µg/m³,2025-01-14T00:00:00+07:00
997,"Số 46, phố Lưu Quang Vũ",9.68,o3,µg/m³,2025-01-15T00:00:00+07:00
998,"Số 46, phố Lưu Quang Vũ",5.56,o3,µg/m³,2025-01-16T00:00:00+07:00
999,"Số 46, phố Lưu Quang Vũ",8.7,o3,µg/m³,2025-01-17T00:00:00+07:00
1000,"Số 46, phố Lưu Quang Vũ",4.25,o3,µg/m³,2025-01-18T00:00:00+07:00
1001,"Số 46, phố Lưu Quang Vũ",5.09,o3,µg/m³,2025-01-19T00:00:00+07:00
1002,"Số 46, phố Lưu Quang Vũ",8.66,o3,µg/m³,2025-01-20T00:00:00+07:00
1003,"Số 46, phố Lưu Quang Vũ",17.2,o3,µg/m³,2025-01-21T00:00:00+07:00
1004,"Số 46, phố Lưu Quang Vũ",7.82,o3,µg/m³,2025-01-22T00:00:00+07:00
1005,"Số 46, phố Lưu Quang Vũ",6.87,o3,µg/m³,2025-01-23T00:00:00+07:00
1006,"Số 46, phố Lưu Quang Vũ",5.32,o3,µg/m³,2025-01-24T00:00:00+07:00
1007,"Số 46, phố Lưu Quang Vũ",9.31,o3,µg/m³,2025-01-25T00:00:00+07:00
1008,"Số 46, phố Lưu Quang Vũ",8.83,o3,µg/m³,2025-01-26T00:00:00+07:00
1009,"Số 46, phố Lưu Quang Vũ",4.8,o3,µg/m³,2025-01-27T00:00:00+07:00
1010,"Số 46, phố Lưu Quang Vũ",1.47,o3,µg/m³,2025-01-28T00:00:00+07:00
1011,"Số 46, phố Lưu Quang Vũ",-0.657,o3,µg/m³,2025-01-29T00:00:00+07:00
1012,"Số 46, phố Lưu Quang Vũ",3.38,o3,µg/m³,2025-01-30T00:00:00+07:00
1013,"Số 46, phố Lưu Quang Vũ",3.17,o3,µg/m³,2025-01-31T00:00:00+07:00
1014,"Số 46, phố Lưu Quang Vũ",3.11,o3,µg/m³,2025-02-01T00:00:00+07:00
1015,"Số 46, phố Lưu Quang Vũ",5.81,o3,µg/m³,2025-02-02T00:00:00+07:00
1016,"Số 46, phố Lưu Quang Vũ",5.39,o3,µg/m³,2025-02-03T00:00:00+07:00
1017,"Số 46, phố Lưu Quang Vũ",4.91,o3,µg/m³,2025-02-04T00:00:00+07:00
1018,"Số 46, phố Lưu Quang Vũ",1.38,o3,µg/m³,2025-02-05T00:00:00+07:00
1019,"Số 46, phố Lưu Quang Vũ",-1.59,o3,µg/m³,2025-02-06T00:00:00+07:00
1020,"Số 46, phố Lưu Quang Vũ",1.45,o3,µg/m³,2025-02-07T00:00:00+07:00
1021,"Số 46, phố Lưu Quang Vũ",1.2,o3,µg/m³,2025-02-08T00:00:00+07:00
1022,"Số 46, phố Lưu Quang Vũ",1.61,o3,µg/m³,2025-02-09T00:00:00+07:00
1023,"Số 46, phố Lưu Quang Vũ",0.193,o3,µg/m³,2025-02-10T00:00:00+07:00
1024,"Số 46, phố Lưu Quang Vũ",5.12,o3,µg/m³,2025-02-11T00:00:00+07:00
1025,"Số 46, phố Lưu Quang Vũ",3.26,o3,µg/m³,2025-02-12T00:00:00+07:00
1026,"Số 46, phố Lưu Quang Vũ",1.87,o3,µg/m³,2025-02-13T00:00:00+07:00
1027,"Số 46, phố Lưu Quang Vũ",4.76,o3,µg/m³,2025-02-14T00:00:00+07:00
1028,"Số 46, phố Lưu Quang Vũ",4.42,o3,µg/m³,2025-02-15T00:00:00+07:00
1029,"Số 46, phố Lưu Quang Vũ",2.4,o3,µg/m³,2025-02-16T00:00:00+07:00
1030,"Số 46, phố Lưu Quang Vũ",-0.00542,o3,µg/m³,2025-02-17T00:00:00+07:00
1031,"Số 46, phố Lưu Quang Vũ",-0.116,o3,µg/m³,2025-02-18T00:00:00+07:00
1032,"Số 46, phố Lưu Quang Vũ",-0.429,o3,µg/m³,2025-02-19T00:00:00+07:00
1033,"Số 46, phố Lưu Quang Vũ",-0.141,o3,µg/m³,2025-02-20T00:00:00+07:00
1034,"Số 46, phố Lưu Quang Vũ",1.74,o3,µg/m³,2025-02-21T00:00:00+07:00
1035,"Số 46, phố Lưu Quang Vũ",0.713,o3,µg/m³,2025-02-22T00:00:00+07:00
1036,"Số 46, phố Lưu Quang Vũ",1.46,o3,µg/m³,2025-02-23T00:00:00+07:00
1037,"Số 46, phố Lưu Quang Vũ",0.428,o3,µg/m³,2025-02-24T00:00:00+07:00
1038,"Số 46, phố Lưu Quang Vũ",-0.665,o3,µg/m³,2025-02-25T00:00:00+07:00
1039,"Số 46, phố Lưu Quang Vũ",-0.205,o3,µg/m³,2025-02-26T00:00:00+07:00
1040,"Số 46, phố Lưu Quang Vũ",0.843,o3,µg/m³,2025-02-27T00:00:00+07:00
1041,"Số 46, phố Lưu Quang Vũ",2.69,o3,µg/m³,2025-02-28T00:00:00+07:00
1042,"Số 46, phố Lưu Quang Vũ",3.07,o3,µg/m³,2025-03-01T00:00:00+07:00
1043,"Số 46, phố Lưu Quang Vũ",4.93,o3,µg/m³,2025-03-02T00:00:00+07:00
1044,"Số 46, phố Lưu Quang Vũ",76.4,pm10,µg/m³,2024-01-29T00:00:00+07:00
1045,"Số 46, phố Lưu Quang Vũ",76.2,pm10,µg/m³,2024-01-30T00:00:00+07:00
1046,"Số 46, phố Lưu Quang Vũ",76.2,pm10,µg/m³,2024-01-31T00:00:00+07:00
1047,"Số 46, phố Lưu Quang Vũ",108.0,pm10,µg/m³,2024-02-01T00:00:00+07:00
1048,"Số 46, phố Lưu Quang Vũ",39.8,pm10,µg/m³,2024-02-02T00:00:00+07:00
1049,"Số 46, phố Lưu Quang Vũ",33.7,pm10,µg/m³,2024-02-03T00:00:00+07:00
1050,"Số 46, phố Lưu Quang Vũ",28.9,pm10,µg/m³,2024-02-04T00:00:00+07:00
1051,"Số 46, phố Lưu Quang Vũ",24.8,pm10,µg/m³,2024-02-05T00:00:00+07:00
1052,"Số 46, phố Lưu Quang Vũ",25.3,pm10,µg/m³,2024-02-06T00:00:00+07:00
1053,"Số 46, phố Lưu Quang Vũ",33.9,pm10,µg/m³,2024-02-07T00:00:00+07:00
1054,"Số 46, phố Lưu Quang Vũ",27.9,pm10,µg/m³,2024-02-08T00:00:00+07:00
1055,"Số 46, phố Lưu Quang Vũ",34.3,pm10,µg/m³,2024-02-09T00:00:00+07:00
1056,"Số 46, phố Lưu Quang Vũ",82.1,pm10,µg/m³,2024-02-10T00:00:00+07:00
1057,"Số 46, phố Lưu Quang Vũ",54.8,pm10,µg/m³,2024-02-11T00:00:00+07:00
1058,"Số 46, phố Lưu Quang Vũ",62.5,pm10,µg/m³,2024-02-12T00:00:00+07:00
1059,"Số 46, phố Lưu Quang Vũ",45.8,pm10,µg/m³,2024-02-13T00:00:00+07:00
1060,"Số 46, phố Lưu Quang Vũ",40.0,pm10,µg/m³,2024-02-14T00:00:00+07:00
1061,"Số 46, phố Lưu Quang Vũ",41.1,pm10,µg/m³,2024-02-15T00:00:00+07:00
1062,"Số 46, phố Lưu Quang Vũ",43.0,pm10,µg/m³,2024-02-16T00:00:00+07:00
1063,"Số 46, phố Lưu Quang Vũ",36.6,pm10,µg/m³,2024-02-17T00:00:00+07:00
1064,"Số 46, phố Lưu Quang Vũ",31.7,pm10,µg/m³,2024-02-18T00:00:00+07:00
1065,"Số 46, phố Lưu Quang Vũ",20.6,pm10,µg/m³,2024-02-19T00:00:00+07:00
1066,"Số 46, phố Lưu Quang Vũ",25.4,pm10,µg/m³,2024-02-20T00:00:00+07:00
1067,"Số 46, phố Lưu Quang Vũ",23.3,pm10,µg/m³,2024-02-21T00:00:00+07:00
1068,"Số 46, phố Lưu Quang Vũ",14.3,pm10,µg/m³,2024-02-22T00:00:00+07:00
1069,"Số 46, phố Lưu Quang Vũ",11.3,pm10,µg/m³,2024-02-23T00:00:00+07:00
1070,"Số 46, phố Lưu Quang Vũ",7.44,pm10,µg/m³,2024-02-24T00:00:00+07:00
1071,"Số 46, phố Lưu Quang Vũ",11.9,pm10,µg/m³,2024-02-25T00:00:00+07:00
1072,"Số 46, phố Lưu Quang Vũ",31.0,pm10,µg/m³,2024-02-26T00:00:00+07:00
1073,"Số 46, phố Lưu Quang Vũ",19.8,pm10,µg/m³,2024-02-27T00:00:00+07:00
1074,"Số 46, phố Lưu Quang Vũ",51.1,pm10,µg/m³,2024-02-28T00:00:00+07:00
1075,"Số 46, phố Lưu Quang Vũ",23.9,pm10,µg/m³,2024-02-29T00:00:00+07:00
1076,"Số 46, phố Lưu Quang Vũ",23.3,pm10,µg/m³,2024-03-01T00:00:00+07:00
1077,"Số 46, phố Lưu Quang Vũ",49.8,pm10,µg/m³,2024-03-02T00:00:00+07:00
1078,"Số 46, phố Lưu Quang Vũ",64.7,pm10,µg/m³,2024-03-03T00:00:00+07:00
1079,"Số 46, phố Lưu Quang Vũ",90.9,pm10,µg/m³,2024-03-04T00:00:00+07:00
1080,"Số 46, phố Lưu Quang Vũ",150.0,pm10,µg/m³,2024-03-05T00:00:00+07:00
1081,"Số 46, phố Lưu Quang Vũ",122.0,pm10,µg/m³,2024-03-06T00:00:00+07:00
1082,"Số 46, phố Lưu Quang Vũ",89.1,pm10,µg/m³,2024-03-07T00:00:00+07:00
1083,"Số 46, phố Lưu Quang Vũ",110.0,pm10,µg/m³,2024-03-08T00:00:00+07:00
1084,"Số 46, phố Lưu Quang Vũ",104.0,pm10,µg/m³,2024-03-09T00:00:00+07:00
1085,"Số 46, phố Lưu Quang Vũ",47.1,pm10,µg/m³,2024-03-10T00:00:00+07:00
1086,"Số 46, phố Lưu Quang Vũ",43.5,pm10,µg/m³,2024-03-11T00:00:00+07:00
1087,"Số 46, phố Lưu Quang Vũ",98.6,pm10,µg/m³,2024-03-12T00:00:00+07:00
1088,"Số 46, phố Lưu Quang Vũ",40.3,pm10,µg/m³,2024-03-15T00:00:00+07:00
1089,"Số 46, phố Lưu Quang Vũ",42.5,pm10,µg/m³,2024-03-16T00:00:00+07:00
1090,"Số 46, phố Lưu Quang Vũ",51.5,pm10,µg/m³,2024-03-17T00:00:00+07:00
1091,"Số 46, phố Lưu Quang Vũ",32.9,pm10,µg/m³,2024-03-18T00:00:00+07:00
1092,"Số 46, phố Lưu Quang Vũ",24.9,pm10,µg/m³,2024-03-19T00:00:00+07:00
1093,"Số 46, phố Lưu Quang Vũ",46.8,pm10,µg/m³,2024-03-20T00:00:00+07:00
1094,"Số 46, phố Lưu Quang Vũ",53.0,pm10,µg/m³,2024-03-21T00:00:00+07:00
1095,"Số 46, phố Lưu Quang Vũ",81.9,pm10,µg/m³,2024-03-22T00:00:00+07:00
1096,"Số 46, phố Lưu Quang Vũ",57.5,pm10,µg/m³,2024-03-23T00:00:00+07:00
1097,"Số 46, phố Lưu Quang Vũ",50.4,pm10,µg/m³,2024-03-24T00:00:00+07:00
1098,"Số 46, phố Lưu Quang Vũ",34.7,pm10,µg/m³,2024-03-25T00:00:00+07:00
1099,"Số 46, phố Lưu Quang Vũ",41.5,pm10,µg/m³,2024-03-26T00:00:00+07:00
1100,"Số 46, phố Lưu Quang Vũ",66.5,pm10,µg/m³,2024-03-27T00:00:00+07:00
1101,"Số 46, phố Lưu Quang Vũ",53.4,pm10,µg/m³,2024-03-28T00:00:00+07:00
1102,"Số 46, phố Lưu Quang Vũ",65.7,pm10,µg/m³,2024-03-29T00:00:00+07:00
1103,"Số 46, phố Lưu Quang Vũ",87.6,pm10,µg/m³,2024-03-30T00:00:00+07:00
1104,"Số 46, phố Lưu Quang Vũ",98.2,pm10,µg/m³,2024-03-31T00:00:00+07:00
1105,"Số 46, phố Lưu Quang Vũ",102.0,pm10,µg/m³,2024-04-01T00:00:00+07:00
1106,"Số 46, phố Lưu Quang Vũ",94.9,pm10,µg/m³,2024-04-02T00:00:00+07:00
1107,"Số 46, phố Lưu Quang Vũ",102.0,pm10,µg/m³,2024-04-03T00:00:00+07:00
1108,"Số 46, phố Lưu Quang Vũ",96.5,pm10,µg/m³,2024-04-04T00:00:00+07:00
1109,"Số 46, phố Lưu Quang Vũ",70.6,pm10,µg/m³,2024-04-05T00:00:00+07:00
1110,"Số 46, phố Lưu Quang Vũ",57.4,pm10,µg/m³,2024-04-06T00:00:00+07:00
1111,"Số 46, phố Lưu Quang Vũ",52.6,pm10,µg/m³,2024-04-07T00:00:00+07:00
1112,"Số 46, phố Lưu Quang Vũ",27.8,pm10,µg/m³,2024-04-08T00:00:00+07:00
1113,"Số 46, phố Lưu Quang Vũ",60.1,pm10,µg/m³,2024-04-09T00:00:00+07:00
1114,"Số 46, phố Lưu Quang Vũ",87.3,pm10,µg/m³,2024-04-10T00:00:00+07:00
1115,"Số 46, phố Lưu Quang Vũ",86.5,pm10,µg/m³,2024-04-11T00:00:00+07:00
1116,"Số 46, phố Lưu Quang Vũ",60.9,pm10,µg/m³,2024-04-12T00:00:00+07:00
1117,"Số 46, phố Lưu Quang Vũ",63.9,pm10,µg/m³,2024-04-13T00:00:00+07:00
1118,"Số 46, phố Lưu Quang Vũ",78.4,pm10,µg/m³,2024-04-14T00:00:00+07:00
1119,"Số 46, phố Lưu Quang Vũ",65.5,pm10,µg/m³,2024-04-15T00:00:00+07:00
1120,"Số 46, phố Lưu Quang Vũ",55.3,pm10,µg/m³,2024-04-16T00:00:00+07:00
1121,"Số 46, phố Lưu Quang Vũ",69.5,pm10,µg/m³,2024-04-17T00:00:00+07:00
1122,"Số 46, phố Lưu Quang Vũ",62.6,pm10,µg/m³,2024-04-18T00:00:00+07:00
1123,"Số 46, phố Lưu Quang Vũ",73.9,pm10,µg/m³,2024-04-19T00:00:00+07:00
1124,"Số 46, phố Lưu Quang Vũ",81.8,pm10,µg/m³,2024-04-20T00:00:00+07:00
1125,"Số 46, phố Lưu Quang Vũ",123.0,pm10,µg/m³,2024-04-26T00:00:00+07:00
1126,"Số 46, phố Lưu Quang Vũ",99.2,pm10,µg/m³,2024-04-27T00:00:00+07:00
1127,"Số 46, phố Lưu Quang Vũ",107.0,pm10,µg/m³,2024-04-28T00:00:00+07:00
1128,"Số 46, phố Lưu Quang Vũ",89.1,pm10,µg/m³,2024-04-29T00:00:00+07:00
1129,"Số 46, phố Lưu Quang Vũ",97.4,pm10,µg/m³,2024-04-30T00:00:00+07:00
1130,"Số 46, phố Lưu Quang Vũ",45.8,pm10,µg/m³,2024-05-01T00:00:00+07:00
1131,"Số 46, phố Lưu Quang Vũ",42.6,pm10,µg/m³,2024-05-02T00:00:00+07:00
1132,"Số 46, phố Lưu Quang Vũ",33.7,pm10,µg/m³,2024-05-03T00:00:00+07:00
1133,"Số 46, phố Lưu Quang Vũ",46.6,pm10,µg/m³,2024-05-04T00:00:00+07:00
1134,"Số 46, phố Lưu Quang Vũ",51.5,pm10,µg/m³,2024-05-05T00:00:00+07:00
1135,"Số 46, phố Lưu Quang Vũ",53.3,pm10,µg/m³,2024-05-06T00:00:00+07:00
1136,"Số 46, phố Lưu Quang Vũ",87.8,pm10,µg/m³,2024-05-07T00:00:00+07:00
1137,"Số 46, phố Lưu Quang Vũ",61.3,pm10,µg/m³,2024-05-08T00:00:00+07:00
1138,"Số 46, phố Lưu Quang Vũ",40.5,pm10,µg/m³,2024-05-09T00:00:00+07:00
1139,"Số 46, phố Lưu Quang Vũ",30.0,pm10,µg/m³,2024-05-10T00:00:00+07:00
1140,"Số 46, phố Lưu Quang Vũ",55.7,pm10,µg/m³,2024-05-11T00:00:00+07:00
1141,"Số 46, phố Lưu Quang Vũ",55.5,pm10,µg/m³,2024-05-12T00:00:00+07:00
1142,"Số 46, phố Lưu Quang Vũ",26.5,pm10,µg/m³,2024-05-13T00:00:00+07:00
1143,"Số 46, phố Lưu Quang Vũ",68.6,pm10,µg/m³,2024-05-14T00:00:00+07:00
1144,"Số 46, phố Lưu Quang Vũ",51.2,pm10,µg/m³,2024-05-15T00:00:00+07:00
1145,"Số 46, phố Lưu Quang Vũ",62.7,pm10,µg/m³,2024-05-16T00:00:00+07:00
1146,"Số 46, phố Lưu Quang Vũ",70.3,pm10,µg/m³,2024-05-17T00:00:00+07:00
1147,"Số 46, phố Lưu Quang Vũ",64.2,pm10,µg/m³,2024-05-18T00:00:00+07:00
1148,"Số 46, phố Lưu Quang Vũ",47.1,pm10,µg/m³,2024-05-19T00:00:00+07:00
1149,"Số 46, phố Lưu Quang Vũ",33.1,pm10,µg/m³,2024-05-20T00:00:00+07:00
1150,"Số 46, phố Lưu Quang Vũ",76.4,pm10,µg/m³,2024-05-21T00:00:00+07:00
1151,"Số 46, phố Lưu Quang Vũ",65.4,pm10,µg/m³,2024-05-22T00:00:00+07:00
1152,"Số 46, phố Lưu Quang Vũ",66.8,pm10,µg/m³,2024-05-23T00:00:00+07:00
1153,"Số 46, phố Lưu Quang Vũ",76.1,pm10,µg/m³,2024-05-24T00:00:00+07:00
1154,"Số 46, phố Lưu Quang Vũ",33.2,pm10,µg/m³,2024-05-25T00:00:00+07:00
1155,"Số 46, phố Lưu Quang Vũ",20.0,pm10,µg/m³,2024-05-26T00:00:00+07:00
1156,"Số 46, phố Lưu Quang Vũ",50.2,pm10,µg/m³,2024-06-02T00:00:00+07:00
1157,"Số 46, phố Lưu Quang Vũ",51.7,pm10,µg/m³,2024-06-03T00:00:00+07:00
1158,"Số 46, phố Lưu Quang Vũ",58.1,pm10,µg/m³,2024-06-04T00:00:00+07:00
1159,"Số 46, phố Lưu Quang Vũ",37.8,pm10,µg/m³,2024-06-05T00:00:00+07:00
1160,"Số 46, phố Lưu Quang Vũ",30.2,pm10,µg/m³,2024-06-06T00:00:00+07:00
1161,"Số 46, phố Lưu Quang Vũ",78.2,pm10,µg/m³,2024-06-07T00:00:00+07:00
1162,"Số 46, phố Lưu Quang Vũ",41.8,pm10,µg/m³,2024-06-08T00:00:00+07:00
1163,"Số 46, phố Lưu Quang Vũ",32.2,pm10,µg/m³,2024-06-09T00:00:00+07:00
1164,"Số 46, phố Lưu Quang Vũ",45.0,pm10,µg/m³,2024-06-10T00:00:00+07:00
1165,"Số 46, phố Lưu Quang Vũ",39.6,pm10,µg/m³,2024-06-11T00:00:00+07:00
1166,"Số 46, phố Lưu Quang Vũ",54.0,pm10,µg/m³,2024-06-12T00:00:00+07:00
1167,"Số 46, phố Lưu Quang Vũ",30.3,pm10,µg/m³,2024-06-13T00:00:00+07:00
1168,"Số 46, phố Lưu Quang Vũ",43.6,pm10,µg/m³,2024-06-14T00:00:00+07:00
1169,"Số 46, phố Lưu Quang Vũ",106.0,pm10,µg/m³,2024-06-15T00:00:00+07:00
1170,"Số 46, phố Lưu Quang Vũ",70.1,pm10,µg/m³,2024-06-16T00:00:00+07:00
1171,"Số 46, phố Lưu Quang Vũ",49.5,pm10,µg/m³,2024-06-17T00:00:00+07:00
1172,"Số 46, phố Lưu Quang Vũ",49.1,pm10,µg/m³,2024-06-18T00:00:00+07:00
1173,"Số 46, phố Lưu Quang Vũ",51.0,pm10,µg/m³,2024-06-19T00:00:00+07:00
1174,"Số 46, phố Lưu Quang Vũ",45.4,pm10,µg/m³,2024-06-20T00:00:00+07:00
1175,"Số 46, phố Lưu Quang Vũ",60.8,pm10,µg/m³,2024-06-21T00:00:00+07:00
1176,"Số 46, phố Lưu Quang Vũ",38.0,pm10,µg/m³,2024-06-22T00:00:00+07:00
1177,"Số 46, phố Lưu Quang Vũ",40.5,pm10,µg/m³,2024-06-23T00:00:00+07:00
1178,"Số 46, phố Lưu Quang Vũ",18.5,pm10,µg/m³,2024-06-24T00:00:00+07:00
1179,"Số 46, phố Lưu Quang Vũ",34.1,pm10,µg/m³,2024-06-25T00:00:00+07:00
1180,"Số 46, phố Lưu Quang Vũ",32.0,pm10,µg/m³,2024-06-26T00:00:00+07:00
1181,"Số 46, phố Lưu Quang Vũ",25.8,pm10,µg/m³,2024-06-27T00:00:00+07:00
1182,"Số 46, phố Lưu Quang Vũ",39.4,pm10,µg/m³,2024-06-28T00:00:00+07:00
1183,"Số 46, phố Lưu Quang Vũ",40.9,pm10,µg/m³,2024-06-29T00:00:00+07:00
1184,"Số 46, phố Lưu Quang Vũ",34.8,pm10,µg/m³,2024-06-30T00:00:00+07:00
1185,"Số 46, phố Lưu Quang Vũ",34.2,pm10,µg/m³,2024-07-01T00:00:00+07:00
1186,"Số 46, phố Lưu Quang Vũ",60.6,pm10,µg/m³,2024-07-02T00:00:00+07:00
1187,"Số 46, phố Lưu Quang Vũ",52.1,pm10,µg/m³,2024-07-03T00:00:00+07:00
1188,"Số 46, phố Lưu Quang Vũ",32.9,pm10,µg/m³,2024-07-04T00:00:00+07:00
1189,"Số 46, phố Lưu Quang Vũ",26.0,pm10,µg/m³,2024-07-05T00:00:00+07:00
1190,"Số 46, phố Lưu Quang Vũ",33.7,pm10,µg/m³,2024-07-06T00:00:00+07:00
1191,"Số 46, phố Lưu Quang Vũ",36.2,pm10,µg/m³,2024-07-07T00:00:00+07:00
1192,"Số 46, phố Lưu Quang Vũ",53.6,pm10,µg/m³,2024-07-08T00:00:00+07:00
1193,"Số 46, phố Lưu Quang Vũ",44.3,pm10,µg/m³,2024-07-09T00:00:00+07:00
1194,"Số 46, phố Lưu Quang Vũ",49.2,pm10,µg/m³,2024-07-10T00:00:00+07:00
1195,"Số 46, phố Lưu Quang Vũ",44.3,pm10,µg/m³,2024-07-11T00:00:00+07:00
1196,"Số 46, phố Lưu Quang Vũ",37.3,pm10,µg/m³,2024-07-12T00:00:00+07:00
1197,"Số 46, phố Lưu Quang Vũ",29.3,pm10,µg/m³,2024-07-13T00:00:00+07:00
1198,"Số 46, phố Lưu Quang Vũ",25.8,pm10,µg/m³,2024-07-14T00:00:00+07:00
1199,"Số 46, phố Lưu Quang Vũ",34.2,pm10,µg/m³,2024-07-15T00:00:00+07:00
1200,"Số 46, phố Lưu Quang Vũ",36.8,pm10,µg/m³,2024-07-16T00:00:00+07:00
1201,"Số 46, phố Lưu Quang Vũ",42.3,pm10,µg/m³,2024-07-17T00:00:00+07:00
1202,"Số 46, phố Lưu Quang Vũ",19.8,pm10,µg/m³,2024-07-18T00:00:00+07:00
1203,"Số 46, phố Lưu Quang Vũ",32.6,pm10,µg/m³,2024-07-19T00:00:00+07:00
1204,"Số 46, phố Lưu Quang Vũ",46.6,pm10,µg/m³,2024-07-20T00:00:00+07:00
1205,"Số 46, phố Lưu Quang Vũ",47.9,pm10,µg/m³,2024-07-21T00:00:00+07:00
1206,"Số 46, phố Lưu Quang Vũ",38.8,pm10,µg/m³,2024-07-22T00:00:00+07:00
1207,"Số 46, phố Lưu Quang Vũ",30.9,pm10,µg/m³,2024-07-23T00:00:00+07:00
1208,"Số 46, phố Lưu Quang Vũ",13.6,pm10,µg/m³,2024-07-24T00:00:00+07:00
1209,"Số 46, phố Lưu Quang Vũ",33.0,pm10,µg/m³,2024-07-25T00:00:00+07:00
1210,"Số 46, phố Lưu Quang Vũ",36.8,pm10,µg/m³,2024-07-26T00:00:00+07:00
