,Location,Value,Parameter,Units,Datetime
684,"Số 46, phố Lưu Quang Vũ",26.8,o3,µg/m³,2024-02-02T00:00:00+07:00
685,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-03T00:00:00+07:00
686,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-02-04T00:00:00+07:00
687,"Số 46, phố Lưu Quang Vũ",26.4,o3,µg/m³,2024-02-05T00:00:00+07:00
688,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-06T00:00:00+07:00
689,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-02-07T00:00:00+07:00
690,"Số 46, phố Lưu Quang Vũ",26.7,o3,µg/m³,2024-02-08T00:00:00+07:00
691,"Số 46, phố Lưu Quang Vũ",26.4,o3,µg/m³,2024-02-09T00:00:00+07:00
692,"Số 46, phố Lưu Quang Vũ",26.4,o3,µg/m³,2024-02-10T00:00:00+07:00
693,"Số 46, phố Lưu Quang Vũ",26.1,o3,µg/m³,2024-02-11T00:00:00+07:00
694,"Số 46, phố Lưu Quang Vũ",26.2,o3,µg/m³,2024-02-12T00:00:00+07:00
695,"Số 46, phố Lưu Quang Vũ",26.8,o3,µg/m³,2024-02-13T00:00:00+07:00
696,"Số 46, phố Lưu Quang Vũ",26.7,o3,µg/m³,2024-02-14T00:00:00+07:00
697,"Số 46, phố Lưu Quang Vũ",26.4,o3,µg/m³,2024-02-15T00:00:00+07:00
698,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-16T00:00:00+07:00
699,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-17T00:00:00+07:00
700,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-02-18T00:00:00+07:00
701,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-19T00:00:00+07:00
702,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-20T00:00:00+07:00
703,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-21T00:00:00+07:00
704,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-22T00:00:00+07:00
705,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-23T00:00:00+07:00
706,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-24T00:00:00+07:00
707,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-02-25T00:00:00+07:00
708,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-26T00:00:00+07:00
709,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-02-27T00:00:00+07:00
710,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-28T00:00:00+07:00
711,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-02-29T00:00:00+07:00
712,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-01T00:00:00+07:00
713,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-02T00:00:00+07:00
714,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-03T00:00:00+07:00
715,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-04T00:00:00+07:00
716,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-05T00:00:00+07:00
717,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-06T00:00:00+07:00
718,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-07T00:00:00+07:00
719,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-08T00:00:00+07:00
720,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-09T00:00:00+07:00
721,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-03-10T00:00:00+07:00
722,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-11T00:00:00+07:00
723,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-12T00:00:00+07:00
724,"Số 46, phố Lưu Quang Vũ",19.7,o3,µg/m³,2024-03-15T00:00:00+07:00
725,"Số 46, phố Lưu Quang Vũ",31.3,o3,µg/m³,2024-03-16T00:00:00+07:00
726,"Số 46, phố Lưu Quang Vũ",14.8,o3,µg/m³,2024-03-17T00:00:00+07:00
727,"Số 46, phố Lưu Quang Vũ",21.8,o3,µg/m³,2024-03-18T00:00:00+07:00
728,"Số 46, phố Lưu Quang Vũ",-2.89,o3,µg/m³,2024-03-19T00:00:00+07:00
729,"Số 46, phố Lưu Quang Vũ",36.2,o3,µg/m³,2024-03-20T00:00:00+07:00
730,"Số 46, phố Lưu Quang Vũ",26.4,o3,µg/m³,2024-03-21T00:00:00+07:00
731,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-22T00:00:00+07:00
732,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-03-23T00:00:00+07:00
733,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-24T00:00:00+07:00
734,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-25T00:00:00+07:00
735,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-26T00:00:00+07:00
736,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-27T00:00:00+07:00
737,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-28T00:00:00+07:00
738,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-29T00:00:00+07:00
739,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-03-30T00:00:00+07:00
740,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-03-31T00:00:00+07:00
741,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-01T00:00:00+07:00
742,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-02T00:00:00+07:00
743,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-03T00:00:00+07:00
744,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-04-04T00:00:00+07:00
745,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-05T00:00:00+07:00
746,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-06T00:00:00+07:00
747,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-07T00:00:00+07:00
748,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-08T00:00:00+07:00
749,"Số 46, phố Lưu Quang Vũ",31.1,o3,µg/m³,2024-04-09T00:00:00+07:00
750,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-10T00:00:00+07:00
751,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-11T00:00:00+07:00
752,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-04-12T00:00:00+07:00
753,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-13T00:00:00+07:00
754,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-14T00:00:00+07:00
755,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-15T00:00:00+07:00
756,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-04-16T00:00:00+07:00
757,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-17T00:00:00+07:00
758,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-04-18T00:00:00+07:00
759,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-19T00:00:00+07:00
760,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-20T00:00:00+07:00
761,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-26T00:00:00+07:00
762,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-27T00:00:00+07:00
763,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-28T00:00:00+07:00
764,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-04-29T00:00:00+07:00
765,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-04-30T00:00:00+07:00
766,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-01T00:00:00+07:00
767,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-05-02T00:00:00+07:00
768,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-03T00:00:00+07:00
769,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-04T00:00:00+07:00
770,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-05T00:00:00+07:00
771,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-06T00:00:00+07:00
772,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-07T00:00:00+07:00
773,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-08T00:00:00+07:00
774,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-09T00:00:00+07:00
775,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-05-10T00:00:00+07:00
776,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-11T00:00:00+07:00
777,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-12T00:00:00+07:00
778,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-13T00:00:00+07:00
779,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-14T00:00:00+07:00
780,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-15T00:00:00+07:00
781,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-16T00:00:00+07:00
782,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-17T00:00:00+07:00
783,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-05-18T00:00:00+07:00
784,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-19T00:00:00+07:00
785,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-20T00:00:00+07:00
786,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-05-21T00:00:00+07:00
787,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-22T00:00:00+07:00
788,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-23T00:00:00+07:00
789,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-24T00:00:00+07:00
790,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-25T00:00:00+07:00
791,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-05-26T00:00:00+07:00
792,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-06-02T00:00:00+07:00
793,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-03T00:00:00+07:00
794,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-04T00:00:00+07:00
795,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-05T00:00:00+07:00
796,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-06T00:00:00+07:00
797,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-07T00:00:00+07:00
798,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-08T00:00:00+07:00
799,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-09T00:00:00+07:00
800,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-06-10T00:00:00+07:00
801,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-06-11T00:00:00+07:00
802,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-12T00:00:00+07:00
803,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-13T00:00:00+07:00
804,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-14T00:00:00+07:00
805,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-15T00:00:00+07:00
806,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-16T00:00:00+07:00
807,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-17T00:00:00+07:00
808,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-18T00:00:00+07:00
809,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-19T00:00:00+07:00
810,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-20T00:00:00+07:00
811,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-21T00:00:00+07:00
812,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-22T00:00:00+07:00
813,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-23T00:00:00+07:00
814,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-24T00:00:00+07:00
815,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-25T00:00:00+07:00
816,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-06-26T00:00:00+07:00
817,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-27T00:00:00+07:00
818,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-28T00:00:00+07:00
819,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-29T00:00:00+07:00
820,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-06-30T00:00:00+07:00
821,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-01T00:00:00+07:00
822,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-02T00:00:00+07:00
823,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-07-03T00:00:00+07:00
824,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-04T00:00:00+07:00
825,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-05T00:00:00+07:00
826,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-06T00:00:00+07:00
827,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-07T00:00:00+07:00
828,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-08T00:00:00+07:00
829,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-09T00:00:00+07:00
830,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-10T00:00:00+07:00
831,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-11T00:00:00+07:00
832,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-12T00:00:00+07:00
833,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-13T00:00:00+07:00
834,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-14T00:00:00+07:00
835,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-15T00:00:00+07:00
836,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-07-16T00:00:00+07:00
837,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-07-17T00:00:00+07:00
838,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-18T00:00:00+07:00
839,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-07-19T00:00:00+07:00
840,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-20T00:00:00+07:00
841,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-21T00:00:00+07:00
842,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-22T00:00:00+07:00
843,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-23T00:00:00+07:00
844,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-24T00:00:00+07:00
845,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-25T00:00:00+07:00
846,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-26T00:00:00+07:00
847,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-27T00:00:00+07:00
848,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-28T00:00:00+07:00
849,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-29T00:00:00+07:00
850,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-30T00:00:00+07:00
851,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-07-31T00:00:00+07:00
852,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-01T00:00:00+07:00
853,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-02T00:00:00+07:00
854,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-03T00:00:00+07:00
855,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-04T00:00:00+07:00
856,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-05T00:00:00+07:00
857,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-06T00:00:00+07:00
858,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-07T00:00:00+07:00
859,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-08T00:00:00+07:00
860,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-09T00:00:00+07:00
861,"Số 46, phố Lưu Quang Vũ",26.6,o3,µg/m³,2024-08-10T00:00:00+07:00
862,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-08-11T00:00:00+07:00
863,"Số 46, phố Lưu Quang Vũ",29.6,o3,µg/m³,2024-08-12T00:00:00+07:00
864,"Số 46, phố Lưu Quang Vũ",26.5,o3,µg/m³,2024-08-14T00:00:00+07:00
865,"Số 46, phố Lưu Quang Vũ",10.5,o3,µg/m³,2024-08-15T00:00:00+07:00
866,"Số 46, phố Lưu Quang Vũ",0.0404,o3,µg/m³,2024-08-16T00:00:00+07:00
867,"Số 46, phố Lưu Quang Vũ",0.0238,o3,µg/m³,2024-08-17T00:00:00+07:00
868,"Số 46, phố Lưu Quang Vũ",-0.0437,o3,µg/m³,2024-08-18T00:00:00+07:00
869,"Số 46, phố Lưu Quang Vũ",0.0367,o3,µg/m³,2024-08-19T00:00:00+07:00
870,"Số 46, phố Lưu Quang Vũ",-0.11,o3,µg/m³,2024-08-20T00:00:00+07:00
871,"Số 46, phố Lưu Quang Vũ",-3.11,o3,µg/m³,2024-08-21T00:00:00+07:00
872,"Số 46, phố Lưu Quang Vũ",-1.05,o3,µg/m³,2024-08-22T00:00:00+07:00
873,"Số 46, phố Lưu Quang Vũ",-16.9,o3,µg/m³,2024-08-23T00:00:00+07:00
874,"Số 46, phố Lưu Quang Vũ",-31.1,o3,µg/m³,2024-08-24T00:00:00+07:00
875,"Số 46, phố Lưu Quang Vũ",48.7,o3,µg/m³,2024-08-25T00:00:00+07:00
876,"Số 46, phố Lưu Quang Vũ",24.9,o3,µg/m³,2024-08-26T00:00:00+07:00
877,"Số 46, phố Lưu Quang Vũ",119.0,o3,µg/m³,2024-08-27T00:00:00+07:00
878,"Số 46, phố Lưu Quang Vũ",24.1,o3,µg/m³,2024-08-28T00:00:00+07:00
879,"Số 46, phố Lưu Quang Vũ",-0.822,o3,µg/m³,2024-08-29T00:00:00+07:00
880,"Số 46, phố Lưu Quang Vũ",6.72,o3,µg/m³,2024-08-30T00:00:00+07:00
881,"Số 46, phố Lưu Quang Vũ",42.8,o3,µg/m³,2024-08-31T00:00:00+07:00
882,"Số 46, phố Lưu Quang Vũ",9.26,o3,µg/m³,2024-09-04T00:00:00+07:00
883,"Số 46, phố Lưu Quang Vũ",-9.86,o3,µg/m³,2024-09-05T00:00:00+07:00
884,"Số 46, phố Lưu Quang Vũ",-19.5,o3,µg/m³,2024-09-06T00:00:00+07:00
885,"Số 46, phố Lưu Quang Vũ",-73.7,o3,µg/m³,2024-09-09T00:00:00+07:00
886,"Số 46, phố Lưu Quang Vũ",-47.7,o3,µg/m³,2024-09-10T00:00:00+07:00
887,"Số 46, phố Lưu Quang Vũ",-41.6,o3,µg/m³,2024-09-11T00:00:00+07:00
888,"Số 46, phố Lưu Quang Vũ",-35.1,o3,µg/m³,2024-09-12T00:00:00+07:00
889,"Số 46, phố Lưu Quang Vũ",-16.3,o3,µg/m³,2024-09-13T00:00:00+07:00
890,"Số 46, phố Lưu Quang Vũ",2.49,o3,µg/m³,2024-09-14T00:00:00+07:00
891,"Số 46, phố Lưu Quang Vũ",-13.9,o3,µg/m³,2024-09-15T00:00:00+07:00
892,"Số 46, phố Lưu Quang Vũ",-45.5,o3,µg/m³,2024-09-16T00:00:00+07:00
893,"Số 46, phố Lưu Quang Vũ",-17.8,o3,µg/m³,2024-09-17T00:00:00+07:00
894,"Số 46, phố Lưu Quang Vũ",-16.8,o3,µg/m³,2024-09-18T00:00:00+07:00
895,"Số 46, phố Lưu Quang Vũ",-7.15,o3,µg/m³,2024-09-19T00:00:00+07:00
896,"Số 46, phố Lưu Quang Vũ",-21.1,o3,µg/m³,2024-09-20T00:00:00+07:00
897,"Số 46, phố Lưu Quang Vũ",-35.1,o3,µg/m³,2024-09-21T00:00:00+07:00
898,"Số 46, phố Lưu Quang Vũ",-43.1,o3,µg/m³,2024-09-22T00:00:00+07:00
899,"Số 46, phố Lưu Quang Vũ",-44.2,o3,µg/m³,2024-09-23T00:00:00+07:00
900,"Số 46, phố Lưu Quang Vũ",-7.79,o3,µg/m³,2024-09-24T00:00:00+07:00
901,"Số 46, phố Lưu Quang Vũ",-4.99,o3,µg/m³,2024-09-25T00:00:00+07:00
902,"Số 46, phố Lưu Quang Vũ",10.9,o3,µg/m³,2024-09-26T00:00:00+07:00
903,"Số 46, phố Lưu Quang Vũ",-3.77,o3,µg/m³,2024-09-27T00:00:00+07:00
904,"Số 46, phố Lưu Quang Vũ",-36.3,o3,µg/m³,2024-09-28T00:00:00+07:00
905,"Số 46, phố Lưu Quang Vũ",-50.3,o3,µg/m³,2024-09-29T00:00:00+07:00
906,"Số 46, phố Lưu Quang Vũ",-23.6,o3,µg/m³,2024-09-30T00:00:00+07:00
907,"Số 46, phố Lưu Quang Vũ",-15.4,o3,µg/m³,2024-10-01T00:00:00+07:00
908,"Số 46, phố Lưu Quang Vũ",11.2,o3,µg/m³,2024-10-02T00:00:00+07:00
909,"Số 46, phố Lưu Quang Vũ",24.5,o3,µg/m³,2024-10-03T00:00:00+07:00
910,"Số 46, phố Lưu Quang Vũ",19.4,o3,µg/m³,2024-10-04T00:00:00+07:00
911,"Số 46, phố Lưu Quang Vũ",1.75,o3,µg/m³,2024-10-05T00:00:00+07:00
912,"Số 46, phố Lưu Quang Vũ",3.79,o3,µg/m³,2024-10-06T00:00:00+07:00
913,"Số 46, phố Lưu Quang Vũ",-1.86,o3,µg/m³,2024-10-07T00:00:00+07:00
914,"Số 46, phố Lưu Quang Vũ",-10.2,o3,µg/m³,2024-10-08T00:00:00+07:00
915,"Số 46, phố Lưu Quang Vũ",-7.33,o3,µg/m³,2024-10-09T00:00:00+07:00
916,"Số 46, phố Lưu Quang Vũ",-18.0,o3,µg/m³,2024-10-10T00:00:00+07:00
917,"Số 46, phố Lưu Quang Vũ",-8.68,o3,µg/m³,2024-10-11T00:00:00+07:00
918,"Số 46, phố Lưu Quang Vũ",-5.45,o3,µg/m³,2024-10-12T00:00:00+07:00
919,"Số 46, phố Lưu Quang Vũ",9.98,o3,µg/m³,2024-10-13T00:00:00+07:00
920,"Số 46, phố Lưu Quang Vũ",-15.0,o3,µg/m³,2024-10-14T00:00:00+07:00
921,"Số 46, phố Lưu Quang Vũ",-16.2,o3,µg/m³,2024-10-18T00:00:00+07:00
922,"Số 46, phố Lưu Quang Vũ",5.76,o3,µg/m³,2024-10-19T00:00:00+07:00
923,"Số 46, phố Lưu Quang Vũ",12.3,o3,µg/m³,2024-10-20T00:00:00+07:00
924,"Số 46, phố Lưu Quang Vũ",-9.8,o3,µg/m³,2024-10-21T00:00:00+07:00
925,"Số 46, phố Lưu Quang Vũ",-9.54,o3,µg/m³,2024-10-22T00:00:00+07:00
926,"Số 46, phố Lưu Quang Vũ",-3.07,o3,µg/m³,2024-10-23T00:00:00+07:00
927,"Số 46, phố Lưu Quang Vũ",9.29,o3,µg/m³,2024-10-24T00:00:00+07:00
928,"Số 46, phố Lưu Quang Vũ",6.05,o3,µg/m³,2024-10-25T00:00:00+07:00
929,"Số 46, phố Lưu Quang Vũ",11.1,o3,µg/m³,2024-10-26T00:00:00+07:00
930,"Số 46, phố Lưu Quang Vũ",11.9,o3,µg/m³,2024-10-27T00:00:00+07:00
931,"Số 46, phố Lưu Quang Vũ",-13.6,o3,µg/m³,2024-10-28T00:00:00+07:00
932,"Số 46, phố Lưu Quang Vũ",-6.08,o3,µg/m³,2024-10-29T00:00:00+07:00
933,"Số 46, phố Lưu Quang Vũ",8.67,o3,µg/m³,2024-10-30T00:00:00+07:00
934,"Số 46, phố Lưu Quang Vũ",-7.93,o3,µg/m³,2024-10-31T00:00:00+07:00
935,"Số 46, phố Lưu Quang Vũ",15.1,o3,µg/m³,2024-11-01T00:00:00+07:00
936,"Số 46, phố Lưu Quang Vũ",-1.33,o3,µg/m³,2024-11-02T00:00:00+07:00
937,"Số 46, phố Lưu Quang Vũ",-11.9,o3,µg/m³,2024-11-03T00:00:00+07:00
938,"Số 46, phố Lưu Quang Vũ",-14.8,o3,µg/m³,2024-11-04T00:00:00+07:00
939,"Số 46, phố Lưu Quang Vũ",-15.4,o3,µg/m³,2024-11-05T00:00:00+07:00
940,"Số 46, phố Lưu Quang Vũ",-10.0,o3,µg/m³,2024-11-06T00:00:00+07:00
941,"Số 46, phố Lưu Quang Vũ",-7.13,o3,µg/m³,2024-11-07T00:00:00+07:00
942,"Số 46, phố Lưu Quang Vũ",-13.4,o3,µg/m³,2024-11-08T00:00:00+07:00
943,"Số 46, phố Lưu Quang Vũ",-3.9,o3,µg/m³,2024-11-09T00:00:00+07:00
944,"Số 46, phố Lưu Quang Vũ",-33.2,o3,µg/m³,2024-11-10T00:00:00+07:00
945,"Số 46, phố Lưu Quang Vũ",-26.0,o3,µg/m³,2024-11-11T00:00:00+07:00
946,"Số 46, phố Lưu Quang Vũ",-6.65,o3,µg/m³,2024-11-25T00:00:00+07:00
947,"Số 46, phố Lưu Quang Vũ",-3.72,o3,µg/m³,2024-11-26T00:00:00+07:00
948,"Số 46, phố Lưu Quang Vũ",2.18,o3,µg/m³,2024-11-27T00:00:00+07:00
949,"Số 46, phố Lưu Quang Vũ",4.31,o3,µg/m³,2024-11-28T00:00:00+07:00
950,"Số 46, phố Lưu Quang Vũ",-5.98,o3,µg/m³,2024-11-29T00:00:00+07:00
